Date,observed,future_prediction,future_prediction2,future_prediction3,mean
2023-05-28,91.49,,,,
2023-05-29,91.07,,,,
2023-05-30,92.32,,,,
2023-05-31,90.46,,,,
2023-06-01,94.2,,,,
2023-06-02,95.61,,,,
2023-06-03,96.05,,,,
2023-06-04,94.11,,,,
2023-06-05,87.79,,,,
2023-06-06,90.94,,,,
2023-06-07,88.93,,,,
2023-06-08,88.47,,,,
2023-06-09,89.31,,,,
2023-06-10,77.26,,,,
2023-06-11,77.63,,,,
2023-06-12,77.66,,,,
2023-06-13,77.38,,,,
2023-06-14,73.15,,,,
2023-06-15,74.54,,,,
2023-06-16,76.06,,,,
2023-06-17,76.82,,,,
2023-06-18,77.17,,,,
2023-06-19,77.38,,,,
2023-06-20,80.37,,,,
2023-06-21,85.1,,,,
2023-06-22,86.0,,,,
2023-06-23,90.75,,,,
2023-06-24,89.75,,,,
2023-06-25,88.09,,,,
2023-06-26,87.24,,,,
2023-06-27,88.05,,,,
2023-06-29,84.8,,,,
2023-06-30,108.5,,,,
2023-07-01,107.13,,,,
2023-07-02,113.63,,,,
2023-07-03,107.1,,,,
2023-07-04,104.2,,,,
2023-07-05,102.65,,,,
2023-07-06,95.46,,,,
2023-07-07,98.29,,,,
2023-07-08,97.92,,,,
2023-07-09,95.08,,,,
2023-07-10,96.75,,,,
2023-07-11,96.78,,,,
2023-07-12,96.31,,,,
2023-07-13,101.94,,,,
2023-07-14,95.21,,,,
2023-07-15,94.68,,,,
2023-07-16,93.03,,,,
2023-07-17,92.24,,,,
2023-07-18,91.64,,,,
2023-07-19,91.98,,,,
2023-07-20,92.34,,,,
2023-07-21,94.05,,,,
2023-07-22,92.02,,,,
2023-07-23,93.28,,,,
2023-07-24,89.18,,,,
2023-07-25,89.53,,,,
2023-07-26,90.71,,,,
2023-07-27,90.47,,,,
2023-07-28,91.52,,,,
2023-07-29,94.43,,,,
2023-07-30,94.06,,,,
2023-07-31,92.26,,,,
2023-08-01,93.7,,,,
2023-08-02,87.45,,,,
2023-08-03,82.41,,,,
2023-08-04,82.08,,,,
2023-08-05,83.06,,,,
2023-08-06,82.47,,,,
2023-08-07,82.27,,,,
2023-08-08,83.91,,,,
2023-08-09,84.02,,,,
2023-08-10,83.01,,,,
2023-08-11,83.5,,,,
2023-08-12,83.37,,,,
2023-08-13,81.95,,,,
2023-08-14,82.02,,,,
2023-08-15,79.21,,,,
2023-08-16,74.46,,,,
2023-08-17,64.86,,,,
2023-08-18,64.01,,,,
2023-08-19,64.1,,,,
2023-08-20,65.22,,,,
2023-08-21,66.92,,,,
2023-08-22,64.53,,,,
2023-08-23,65.67,,,,
2023-08-24,64.85,,,,
2023-08-25,65.13,,,,
2023-08-26,65.0,,,,
2023-08-27,65.33,,,,
2023-08-28,65.57,,,,
2023-08-29,68.91,,,,
2023-08-30,67.62,,,,
2023-08-31,63.92,,,,
2023-09-01,63.03,,,,
2023-09-02,64.56,,,,
2023-09-03,63.93,,,,
2023-09-04,63.71,,,,
2023-09-05,63.12,,,,
2023-09-06,62.81,,,,
2023-09-07,63.66,,,,
2023-09-08,62.6,,,,
2023-09-09,63.05,,,,
2023-09-10,61.13,,,,
2023-09-11,58.75,,,,
2023-09-12,59.93,,,,
2023-09-13,61.99,,,,
2023-09-14,62.86,,,,
2023-09-15,65.99,,,,
2023-09-16,65.39,,,,
2023-09-17,63.58,,,,
2023-09-18,65.84,,,,
2023-09-19,67.42,,,,
2023-09-20,64.6,,,,
2023-09-21,64.72,,,,
2023-09-22,64.35,,,,
2023-09-23,65.09,,,,
2023-09-24,63.59,,,,
2023-09-25,64.27,,,,
2023-09-26,63.74,,,,
2023-09-27,63.52,,,,
2023-09-28,65.22,,,,
2023-09-29,65.6,,,,
2023-09-30,65.98,,,,
2023-10-01,68.2,,,,
2023-10-02,66.03,,,,
2023-10-03,65.46,,,,
2023-10-04,64.42,,,,
2023-10-05,64.83,,,,
2023-10-06,65.52,,,,
2023-10-07,65.49,,,,
2023-10-08,65.41,,,,
2023-10-09,63.09,,,,
2023-10-10,63.78,,,,
2023-10-11,61.55,,,,
2023-10-12,61.08,,,,
2023-10-13,61.47,,,,
2023-10-14,61.6,,,,
2023-10-15,61.59,,,,
2023-10-16,63.3,,,,
2023-10-17,62.08,,,,
2023-10-18,60.21,,,,
2023-10-19,61.79,,,,
2023-10-20,63.43,,,,
2023-10-21,64.77,,,,
2023-10-22,65.21,,,,
2023-10-23,69.16,,,,
2023-10-24,69.01,,,,
2023-10-25,68.68,,,,
2023-10-26,68.78,,,,
2023-10-27,67.05,,,,
2023-10-28,67.75,,,,
2023-10-29,68.83,,,,
2023-10-30,69.27,,,,
2023-10-31,68.93,,,,
2023-11-01,69.97,,,,
2023-11-02,69.33,,,,
2023-11-03,69.5,,,,
2023-11-04,70.46,,,,
2023-11-05,71.82,,,,
2023-11-06,,71.026794,72.16526,69.162766,70.784935
2023-11-07,,71.11399,72.328,68.90584,70.78261
2023-11-08,,71.0823,72.28249,68.7115,70.6921
2023-11-09,,71.03947,72.24666,68.572655,70.6196
2023-11-10,,71.01521,72.2097,68.48038,70.56843
2023-11-11,,71.005295,72.172386,68.42456,70.53408
2023-11-12,,71.00099,72.142006,68.39536,70.51279
