Date,observed,future_prediction,future_prediction2,future_prediction3,mean
2023-05-05,29547.0,,,,
2023-05-06,28911.0,,,,
2023-05-07,28472.0,,,,
2023-05-08,27690.0,,,,
2023-05-09,27650.0,,,,
2023-05-10,27618.0,,,,
2023-05-11,26991.0,,,,
2023-05-12,26811.0,,,,
2023-05-13,26789.0,,,,
2023-05-14,26933.0,,,,
2023-05-15,27166.0,,,,
2023-05-16,27037.0,,,,
2023-05-17,27404.0,,,,
2023-05-18,26818.0,,,,
2023-05-19,26893.0,,,,
2023-05-20,27115.0,,,,
2023-05-21,26750.0,,,,
2023-05-22,26856.0,,,,
2023-05-23,27226.0,,,,
2023-05-24,26325.0,,,,
2023-05-25,26478.0,,,,
2023-05-26,26718.0,,,,
2023-05-27,26872.0,,,,
2023-05-28,28072.0,,,,
2023-05-29,27749.0,,,,
2023-05-30,27706.0,,,,
2023-05-31,27219.0,,,,
2023-06-01,26826.0,,,,
2023-06-02,27251.0,,,,
2023-06-03,27076.0,,,,
2023-06-04,27125.0,,,,
2023-06-05,25739.0,,,,
2023-06-06,27236.0,,,,
2023-06-07,26348.0,,,,
2023-06-08,26510.0,,,,
2023-06-09,26484.0,,,,
2023-06-10,25857.0,,,,
2023-06-11,25941.0,,,,
2023-06-12,25906.0,,,,
2023-06-13,25934.0,,,,
2023-06-14,25127.0,,,,
2023-06-15,25573.0,,,,
2023-06-16,26333.0,,,,
2023-06-17,26507.0,,,,
2023-06-18,26340.0,,,,
2023-06-19,26842.0,,,,
2023-06-20,28315.0,,,,
2023-06-21,30009.0,,,,
2023-06-22,29889.0,,,,
2023-06-23,30716.0,,,,
2023-06-24,30548.0,,,,
2023-06-25,30477.0,,,,
2023-06-26,30274.0,,,,
2023-06-27,30696.0,,,,
2023-06-29,30444.0,,,,
2023-06-30,30469.0,,,,
2023-07-01,30592.0,,,,
2023-07-02,30616.0,,,,
2023-07-03,31158.0,,,,
2023-07-04,30771.0,,,,
2023-07-05,30501.0,,,,
2023-07-06,29912.0,,,,
2023-07-07,30348.0,,,,
2023-07-08,30293.0,,,,
2023-07-09,30167.0,,,,
2023-07-10,30421.0,,,,
2023-07-11,30621.0,,,,
2023-07-12,30382.0,,,,
2023-07-13,31471.0,,,,
2023-07-14,30331.0,,,,
2023-07-15,30301.0,,,,
2023-07-16,30251.0,,,,
2023-07-17,30154.0,,,,
2023-07-18,29868.0,,,,
2023-07-19,29919.0,,,,
2023-07-20,29806.0,,,,
2023-07-21,29908.0,,,,
2023-07-22,29789.0,,,,
2023-07-23,30085.0,,,,
2023-07-24,29177.0,,,,
2023-07-25,29224.0,,,,
2023-07-26,29354.0,,,,
2023-07-27,29219.0,,,,
2023-07-28,29317.0,,,,
2023-07-29,29360.0,,,,
2023-07-30,29279.0,,,,
2023-07-31,29231.0,,,,
2023-08-01,29696.0,,,,
2023-08-02,29164.0,,,,
2023-08-03,29176.0,,,,
2023-08-04,29077.0,,,,
2023-08-05,29049.0,,,,
2023-08-06,29042.0,,,,
2023-08-07,29181.0,,,,
2023-08-08,29764.0,,,,
2023-08-09,29565.0,,,,
2023-08-10,29423.0,,,,
2023-08-11,29398.0,,,,
2023-08-12,29415.0,,,,
2023-08-13,29284.0,,,,
2023-08-14,29408.0,,,,
2023-08-15,29172.0,,,,
2023-08-16,28701.0,,,,
2023-08-17,26642.0,,,,
2023-08-18,26051.0,,,,
2023-08-19,26097.0,,,,
2023-08-20,26192.0,,,,
2023-08-21,26125.0,,,,
2023-08-22,26042.0,,,,
2023-08-23,26431.0,,,,
2023-08-24,26168.0,,,,
2023-08-25,26048.0,,,,
2023-08-26,26008.0,,,,
2023-08-27,26090.0,,,,
2023-08-28,26103.0,,,,
2023-08-29,27726.0,,,,
2023-08-30,27300.0,,,,
2023-08-31,25932.0,,,,
2023-09-01,25798.0,,,,
2023-09-02,25870.0,,,,
2023-09-03,25970.0,,,,
2023-09-04,25819.0,,,,
2023-09-05,25783.0,,,,
2023-09-06,25748.0,,,,
2023-09-07,26245.0,,,,
2023-09-08,25908.0,,,,
2023-09-09,25899.0,,,,
2023-09-10,25836.0,,,,
2023-09-11,25155.0,,,,
2023-09-12,25844.0,,,,
2023-09-13,26226.0,,,,
2023-09-14,26529.0,,,,
2023-09-15,26607.0,,,,
2023-09-16,26571.0,,,,
2023-09-17,26535.0,,,,
2023-09-18,26770.0,,,,
2023-09-19,27214.0,,,,
2023-09-20,27128.0,,,,
2023-09-21,26563.0,,,,
2023-09-22,26581.0,,,,
2023-09-23,26583.0,,,,
2023-09-24,26248.0,,,,
2023-09-25,26297.0,,,,
2023-09-26,26208.0,,,,
2023-09-27,26361.0,,,,
2023-09-28,27026.0,,,,
2023-09-29,26911.0,,,,
2023-09-30,26966.0,,,,
2023-10-01,27995.0,,,,
2023-10-02,27507.0,,,,
2023-10-03,27435.0,,,,
2023-10-04,27790.0,,,,
2023-10-05,27417.0,,,,
2023-10-06,27948.0,,,,
2023-10-07,27971.0,,,,
2023-10-08,27933.0,,,,
2023-10-09,27594.0,,,,
2023-10-10,27395.0,,,,
2023-10-11,26874.0,,,,
2023-10-12,26756.0,,,,
2023-10-13,26867.0,,,,
2023-10-14,26855.0,,,,
2023-10-15,27174.0,,,,
2023-10-16,28518.0,,,,
2023-10-17,28408.0,,,,
2023-10-18,28328.0,,,,
2023-10-19,28733.0,,,,
2023-10-20,29688.0,,,,
2023-10-21,29927.0,,,,
2023-10-22,30002.0,,,,
2023-10-23,31220.0,,,,
2023-10-24,,30470.941,30778.21,31495.057,30914.736
2023-10-25,,30470.941,30888.508,31753.645,31037.697
2023-10-26,,30470.941,30905.098,31716.959,31031.0
2023-10-27,,30470.941,30910.639,31646.473,31009.35
2023-10-28,,30470.941,30913.676,31618.627,31001.08
2023-10-29,,30470.941,30913.53,31618.357,31000.943
2023-10-30,,30470.941,30913.178,31625.47,31003.195
